theme,title,url,keywords
Security and safety,Justice department charges Iranian operatives in Trump campaign hack,https://www.theguardian.com/us-news/2024/sep/27/charges-iran-trump-campaign-hack,security
Security and safety,Trump campaign’s suspected Iranian hack may still be happening,https://www.theguardian.com/us-news/2024/sep/24/trump-campaign-iran-hack,security
Security and safety,"Iran sent hacked Trump documents to Biden campaign, FBI says",https://www.theguardian.com/us-news/2024/sep/19/iran-sent-hacked-trump-documents-to-biden-campaign-fbi-says,security
Security and safety,Sweden warns of heightened risk of Russian sabotage,https://www.theguardian.com/world/article/2024/aug/29/sweden-warns-of-heightened-risk-of-russian-sabotage,security
Security and safety,A predator used her 12-year-old face to make porn. She helped pass a law to make that a crime,https://www.theguardian.com/technology/ng-interactive/2024/oct/26/ai-child-sexual-abuse-images-kaylin-hayman,safety
Security and safety,What’s so funny about getting an AI app to give you a roasting?,https://www.theguardian.com/technology/article/2024/sep/15/whats-so-funny-about-getting-an-ai-app-to-give-you-a-roasting,safety
Security and safety,Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom,safety
Security and safety,Californians want controls on AI. Why did Gavin Newsom veto an AI safety bill? | Garrison Lovely,https://www.theguardian.com/commentisfree/2024/oct/16/california-ai-safety-bill-gavin-newsom#comments,safety
Security and safety,Best Android 2024 – flagship smartphones compared and ranked,https://www.theguardian.com/thefilter/2024/oct/24/best-android-2024-flagship-smartphones-compared-and-ranked,security
Security and safety,Oura Ring 4 review: best smart ring gets comfort and battery upgrade,https://www.theguardian.com/technology/2024/oct/15/oura-ring-4-review-best-smart-ring-battery-upgrade,resilience
Security and safety,"The best Apple iPhones in 2024 – tested, reviewed and ranked",https://www.theguardian.com/technology/article/2024/jul/08/the-best-apple-iphones-in-2024-tested-reviewed-and-ranked,security
Security and safety,Opt out: how to protect your baby’s photos on the internet,https://www.theguardian.com/technology/2024/oct/10/protecting-your-child-photos-online-privacy,"safety, security"
Security and safety,'It's a unique language spoken by two people': The twins who created their own language,https://www.bbc.com/future/article/20241025-do-twins-have-a-secret-language,security
Security and safety,The weird history of the barcode,https://www.bbc.com/future/article/20241018-barcodes-at-75-how-black-and-white-lines-went-into-space-and-stoked-fears-of-the-antichrist,safety
Security and safety,How to build a nuclear tomb to last millennia,https://www.bbc.com/future/article/20241018-how-to-build-a-nuclear-tomb-to-last-millennia,safety
Security and safety,The secret of the world's richest underwater habitat,https://www.bbc.com/future/article/20241015-the-secret-of-the-worlds-richest-underwater-habitat,resilience
Right to privacy and data protection,"Scholz, Modi Push for Peace in Ukraine, Middle East Talks",https://efe.com/en/latest-news/2024-10-25/germany-india/,security
Right to privacy and data protection,Zelenskyy Warns of North Korean Troops Headed to Russia's Front,https://efe.com/en/latest-news/2024-10-25/north-korean-troops/,security
Right to privacy and data protection,The American Who Waged a Tech War on China,https://www.wired.com/story/jake-sullivan-china-tech-profile/,security
Right to privacy and data protection,Meet the Far-Right Constitutional Sheriffs Ready to Assert Control if Trump Loses,https://www.wired.com/story/constitutional-sheriffs-election-denial/,security
Right to privacy and data protection,"Judges and Border Police Targeted by Anti-Government Extremists, Doxed as ‘Traitors’",https://www.wired.com/story/judges-border-police-targeted-extremism/,security
Right to privacy and data protection,Chinese Hackers Target Trump Campaign via Verizon Breach,https://www.wired.com/story/trump-vance-phones-verizon-hack/,"privacy, security"
Right to privacy and data protection,Microsoft Warns Foreign Disinformation Is Hitting the US Election From All Directions,https://www.wired.com/story/microsoft-russia-china-iran-election-disinformation/,security
Right to privacy and data protection,"Nigeria Drops Charges Against Tigran Gambaryan, Jailed Binance Exec and Former IRS Agent",https://www.wired.com/story/tigran-gambaryan-charges-dropped-nigeria/,security
Right to privacy and data protection,The Best iPhone 16 Cases and Accessories,https://www.wired.com/gallery/best-iphone-16-cases-and-accessories/,privacy
Right to privacy and data protection,Chinese Hackers Target Trump Campaign via Verizon Breach,https://www.wired.com/story/trump-vance-phones-verizon-hack/#intcid=_wired-verso-hp-trending_797280c9-9710-4a06-9a55-e863ad1af6f2_popular4-1,"privacy, security"
Right to privacy and data protection,The Best 75 October Prime Day Deals You Can Still Snag,https://www.wired.com/story/best-prime-day-deals-october-2024-1/,security
Right to privacy and data protection,'It's a unique language spoken by two people': The twins who created their own language,https://www.bbc.com/future/article/20241025-do-twins-have-a-secret-language,security
Right to privacy and data protection,Vance insists Trump’s ‘enemy from within’ comments weren’t directed at political rivals,http://www.cnn.com/2024/10/27/politics/jd-vance-state-of-the-union/index.html,security
Right to privacy and data protection,"The top 10 presidential campaign ads in October, by spending",http://www.cnn.com/2024/10/27/politics/top-10-presidential-campaign-ads/index.html,security
Right to privacy and data protection,What is the ‘red mirage’ or the ‘blue shift’ and will it happen this year?,http://www.cnn.com/2024/10/27/politics/red-mirage-blue-shift-what-matters/index.html,security
Right to privacy and data protection,Criminals are looting millions from ATMs in Europe. Here’s why Germany is a prime target,http://www.cnn.com/2024/10/27/europe/criminals-atm-robberies-europe-intl/index.html,"privacy, security"
Right to privacy and data protection,The Vessel in NYC’s Hudson Yards reopens with safety netting 3 years after spate of suicides. But is it any better?,http://www.cnn.com/2024/10/27/us/vessel-hudson-yards-suicide-reopen/index.html,security
Right to privacy and data protection,"Sudan: ‘The world doesn’t see us’, said a militia chief while holding Clarissa Ward captive in Darfur",http://www.cnn.com/2024/10/23/africa/darfur-sudan-crisis-militia/index.html,security
Right to privacy and data protection,"Phil Lesh, founding member and bassist for the Grateful Dead, has died at 84",http://www.cnn.com/2024/10/25/entertainment/phil-lesh-death/index.html,privacy
Right to privacy and data protection,Hakeem Jeffries built a plan to be speaker – and maybe hold off Trump,http://www.cnn.com/2024/10/27/politics/hakeem-jeffries-democrat-speaker-trump-harris/index.html,security
Right to privacy and data protection,Trump floats ending the federal income tax. Here’s what that would mean,http://www.cnn.com/2024/10/26/politics/trump-income-taxes-tariffs/index.html,security
Right to privacy and data protection,Japan’s ruling party set to lose long-standing majority in major blow to new PM,http://www.cnn.com/2024/10/27/asia/japan-ruling-party-loses-majority-election-intl/index.html,security
Right to privacy and data protection,Japan elections 2024: Shigeru Ishiba hopes to defy economic woes and party scandals in first test,http://www.cnn.com/2024/10/26/asia/japan-elections-ldp-shigeru-ishiba-intl-hnk/index.html,security
Right to privacy and data protection,X changed its terms of service to let its AI train on everyone’s posts. Now users are up in arms,http://www.cnn.com/2024/10/21/tech/x-twitter-terms-of-service/index.html,privacy
Right to privacy and data protection,US intelligence assesses Russian operatives behind fake video showing Pennsylvania ballots being destroyed,http://www.cnn.com/2024/10/25/politics/us-intelligence-assesses-russians-behind-fake-video-pennsylvania-ballots/index.html,security
Right to privacy and data protection,Shirley Ayorkor Botchwey appointed Commonwealth secretary general,https://www.theguardian.com/world/2024/oct/26/shirley-ayorkor-botchwey-appointed-commonwealth-secretary-general,"privacy, security"
Right to privacy and data protection,Mozambique ruling party declared winner of election marred by killings,https://www.theguardian.com/world/2024/oct/24/mozambique-ruling-party-daniel-chapo-winner-presidential-election,security
Right to privacy and data protection,"Four in 10 deaths in war zones last year were women, UN report finds",https://www.theguardian.com/global-development/2024/oct/23/un-women-report-civilian-deaths-children-war-zones-2023-access-healthcare,security
Right to privacy and data protection,EU refuses to publish findings of Tunisia human rights inquiry,https://www.theguardian.com/world/2024/oct/23/eu-refuses-to-publish-findings-of-tunisia-human-rights-inquiry,security
Right to privacy and data protection,Breakdown in global order causing progress to stall in Africa – report,https://www.theguardian.com/global-development/2024/oct/23/global-rise-populism-causing-authoritarianism-africa-mo-ibrahim-governance-index,security
Right to privacy and data protection,Bolivia’s Evo Morales says his vehicle hit by gunfire as political tension rises,https://www.theguardian.com/world/2024/oct/27/bolivias-evo-morales-vehicle-gunfire-political-tension-rises,security
Right to privacy and data protection,Venezuelan opposition says detained activist has been murdered,https://www.theguardian.com/world/2024/oct/25/venezuelan-opposition-says-detained-activist-has-been-murdered,security
Right to privacy and data protection,China vows to take ‘countermeasures’ over US and Taiwan $2bn arms deal,https://www.theguardian.com/world/2024/oct/27/us-taiwan-arms-deal-china-vows-countermeasures-nasams,security
Right to privacy and data protection,Japan’s new PM in precarious position as country votes in tight election,https://www.theguardian.com/world/2024/oct/26/japans-new-prime-minister-faces-tight-election,security
Right to privacy and data protection,‘Time has come’: Commonwealth heads agree to reparatory justice dialogue despite reluctant UK,https://www.theguardian.com/world/2024/oct/26/commonwealth-heads-reparatory-justice-dialogue-despite-reluctant-uk,privacy
Right to privacy and data protection,"Labor lost Queensland election partly because it was obsessed with the Greens, Chandler-Mather says",https://www.theguardian.com/australia-news/2024/oct/28/labor-lost-queensland-election-partly-because-it-was-obsessed-with-the-greens-chandler-mather-says,privacy
Right to privacy and data protection,Woman bitten by snake found alive after week-long search in remote Snowy Mountains,https://www.theguardian.com/australia-news/2024/oct/27/woman-bitten-by-snake-found-alive-after-week-long-search-in-remote-snowy-mountains,privacy
Right to privacy and data protection,New Queensland premier David Crisafulli vows to legislate ‘adult time for adult crime’ policy by Christmas,https://www.theguardian.com/australia-news/2024/oct/27/new-queensland-premier-david-crisafulli-vows-to-legislate-adult-time-for-adult-policy-by-christmas,privacy
Right to privacy and data protection,Labor accuses Peter Dutton of trying to ‘force nuclear energy on Queenslanders’,https://www.theguardian.com/australia-news/2024/oct/27/labor-accuses-peter-dutton-of-trying-force-nuclear-energy-on-queenslanders,privacy
Right to privacy and data protection,Georgia’s ruling pro-Russia party retains power in blow to EU aspirations,https://www.theguardian.com/world/2024/oct/27/georgia-election-calls-for-protests-as-ruling-pro-russia-party-declared-winner,security
Right to privacy and data protection,Scheme to boost French school trips to Britain ‘at risk’ under new UK entry rules,https://www.theguardian.com/politics/2024/oct/27/french-school-trips-scheme-uk-new-entry-rules-brexit,privacy
Right to privacy and data protection,"Who is Bidzina Ivanishvili, the shadowy billionaire behind Georgia’s pivot to Russia?",https://www.theguardian.com/world/2024/oct/27/who-is-bidzina-ivanishvili-the-shadowy-billionaire-founder-of-georgian-dream,security
Right to privacy and data protection,Man dies while trying to cross Channel to UK,https://www.theguardian.com/uk-news/2024/oct/27/man-dies-cross-channel-uk-france,security
Right to privacy and data protection,Georgia’s ruling party leading in pivotal election ahead of pro-EU opposition,https://www.theguardian.com/world/2024/oct/26/georgias-ruling-party-and-pro-western-opposition-both-claim-election-victory,privacy
Right to privacy and data protection,Middle East crisis live: one killed and several injured after truck hits bus stop in Israel; protesters disrupt speech by Netanyahu,https://www.theguardian.com/world/live/2024/oct/27/middle-east-crisis-live-iran-supreme-leader-expected-to-speak-after-israeli-airstrikes-at-least-40-reported-killed-in-gaza,security
Right to privacy and data protection,Iran’s supreme leader says military should decide how to respond to Israeli attack,https://www.theguardian.com/world/2024/oct/27/iran-supreme-leader-ayatollah-ali-khamenei-israel-attack,security
Right to privacy and data protection,Southern Beirut hit by airstrikes – as it happened,https://www.theguardian.com/world/live/2024/oct/26/middle-east-crisis-live-israel-airstrikes-iran-lebanon-gaza-hamas-hezbollah-latest-updates,security
Right to privacy and data protection,Joe Biden says he hopes latest Israeli strike on Iran will end escalation,https://www.theguardian.com/world/2024/oct/26/joe-biden-says-he-hopes-latest-israeli-strike-on-iran-will-end-escalation,"privacy, security"
Right to privacy and data protection,Israelis told to urgently leave Sri Lankan tourist areas after terrorist threat,https://www.theguardian.com/world/2024/oct/23/israelis-told-to-urgently-leave-sri-lankan-tourist-areas-arugam-bay-after-terrorist-threat,security
Right to privacy and data protection,Tuesday briefing: Canada puts India ‘on notice’ as row over alleged killing of Sikh activists escalates,https://www.theguardian.com/world/2024/oct/22/tuesday-briefing-how-canada-and-indias-year-long-diplomatic-row-has-escalated,"privacy, security"
Right to privacy and data protection,Regulators urged to examine UK business dealings with Bangladeshi ex-minister,https://www.theguardian.com/business/2024/oct/22/regulators-urged-to-examine-uk-business-dealings-with-bangladeshi-ex-minister,privacy
Right to privacy and data protection,India’s airline industry in chaos after 90 hoax bomb threats in a week,https://www.theguardian.com/world/2024/oct/21/india-airline-industry-in-chaos-after-90-hoax-bomb-threats-in-a-week,security
Right to privacy and data protection,"Labour should ‘invest big’ in arts and culture projects, says top economist",https://www.theguardian.com/uk-news/2024/oct/27/labour-investment-uk-arts-and-culture-andy-haldane-rsa,privacy
Right to privacy and data protection,David Amess’s daughter says Prevent anti-terror scheme ‘isn’t fit for purpose’,https://www.theguardian.com/uk-news/2024/oct/27/david-amess-daughter-prevent-anti-terror-scheme-not-fit-for-purpose,security
Right to privacy and data protection,MPs’ opposition to assisted dying bill grows amid criticism of lack of debate,https://www.theguardian.com/society/2024/oct/27/assisted-dying-bill-mps-opposition,privacy
Right to privacy and data protection,Rachel Reeves could make it easier for pubs to sell beers from local breweries,https://www.theguardian.com/business/2024/oct/27/rachel-reeves-could-easier-pubs-sell-beers-local-breweries,privacy
Right to privacy and data protection,‘It is about people’s love of the river’: swimming group fighting for rights in the Avon,https://www.theguardian.com/environment/2024/oct/27/swimming-group-fighting-rights-avon-river,privacy
Right to privacy and data protection,‘If I had the power I’d destroy the whole thing’: what went wrong with the ghost town of Disney-style castles?,https://www.theguardian.com/world/2024/oct/26/what-went-wrong-with-ghost-town-disney-style-castles-turkey,"privacy, security"
Right to privacy and data protection,Iran mocks Israel’s ‘weak’ attacks as hardliners call for reprisal,https://www.theguardian.com/world/2024/oct/26/iran-mocks-israel-attacks-weak-hardliners-reprisal,"privacy, security"
Right to privacy and data protection,"The weirdest thing about stripping naked with 5,500 people? It didn’t feel weird at all",https://www.theguardian.com/artanddesign/2024/oct/27/naked-spencer-tunick-rising-tide-nude-photo-exhibition,privacy
Right to privacy and data protection,Australia rejects visa application by rightwing US pundit Candace Owens,https://www.theguardian.com/us-news/2024/oct/27/australia-rejects-visa-application-by-rightwing-us-pundit-candace-owens,privacy
Right to privacy and data protection,Washington Post cartoon team skewers paper’s decision not to make endorsement,https://www.theguardian.com/media/2024/oct/26/washington-post-cartoon-team-presidential-endorsement,privacy
Right to privacy and data protection,Anti-hate group vows to continue work after Elon Musk’s declaration of ‘war’,https://www.theguardian.com/technology/2024/oct/25/anti-hate-group-vows-continue-work-elon-musk-declaration-war,privacy
Right to privacy and data protection,Tesla adds close to $150bn in market value on best day in over a decade,https://www.theguardian.com/technology/2024/oct/24/tesla-shares-elon-musk,privacy
Right to privacy and data protection,How to talk to your family and friends about not posting photos of your kids,https://www.theguardian.com/technology/2024/oct/24/posting-children-online-social-media-family-conversation,privacy
Right to privacy and data protection,Intel wins lengthy EU legal battle over £880m competition fine,https://www.theguardian.com/technology/2024/oct/24/intel-legal-battle-against-eu-880m-fine-competition,privacy
Right to privacy and data protection,Missouri Republican says he is investigating Google for ‘censoring conservative speech’,https://www.theguardian.com/technology/2024/oct/25/missouri-republica-investigating-google-alleged-censoring-conservative-speech,privacy
Right to privacy and data protection,Chinese believed to have targeted Trump’s and Vance’s phones in US telecommunications breach,https://www.theguardian.com/us-news/2024/oct/25/china-hack-trump-vance,"privacy, security"
Right to privacy and data protection,Russia’s FSB protected Evil Corp gang that carried out Nato cyber-attacks,https://www.theguardian.com/technology/2024/oct/01/russian-gang-evil-corp-nato-cyber-attacks-protection-fsb-sanctions,"privacy, security"
Right to privacy and data protection,Justice department charges Iranian operatives in Trump campaign hack,https://www.theguardian.com/us-news/2024/sep/27/charges-iran-trump-campaign-hack,security
Right to privacy and data protection,Trump campaign’s suspected Iranian hack may still be happening,https://www.theguardian.com/us-news/2024/sep/24/trump-campaign-iran-hack,"privacy, security"
Right to privacy and data protection,"Iran sent hacked Trump documents to Biden campaign, FBI says",https://www.theguardian.com/us-news/2024/sep/19/iran-sent-hacked-trump-documents-to-biden-campaign-fbi-says,security
Right to privacy and data protection,Sweden warns of heightened risk of Russian sabotage,https://www.theguardian.com/world/article/2024/aug/29/sweden-warns-of-heightened-risk-of-russian-sabotage,"privacy, security"
Right to privacy and data protection,‘Serial meets Twin Peaks’ in a true crime tale from Adam Buxton,https://www.theguardian.com/tv-and-radio/2024/oct/24/hear-here-up-in-smoke-podcast,privacy
Right to privacy and data protection,‘I wanted both sides of the business to be as intimate as being in bed’: tech entrepreneur William Reeve,https://www.theguardian.com/business/2024/oct/22/i-wanted-both-sides-of-the-business-to-be-as-intimate-as-being-in-bed-tech-entrepreneur-william-reeve,privacy
Right to privacy and data protection,Elon Musk hopes Trump victory will help his $44bn Twitter bet pay off,https://www.theguardian.com/technology/2024/oct/27/elon-musk-hopes-trump-victory-will-help-his-44bn-twitter-bet-pay-off,privacy
Right to privacy and data protection,"As Silicon Valley eyes US election, Elon Musk is not the only tech bro to worry about",https://www.theguardian.com/technology/2024/oct/20/as-silicon-valley-eyes-us-election-elon-musk-is-not-the-only-tech-bro-to-worry-about,privacy
Right to privacy and data protection,"If Civilization is falling apart, I might as well control it myself",https://www.theguardian.com/games/2024/oct/25/civilization-dominik-diamond-sixth,privacy
Right to privacy and data protection,"If Civilization is falling apart, I might as well control it myself",https://www.theguardian.com/games/2024/oct/25/civilization-dominik-diamond-sixth#comments,privacy
Right to privacy and data protection,Pushing Buttons: Is there even any point in making more powerful games consoles?,https://www.theguardian.com/games/2024/oct/23/is-there-even-any-point-in-making-more-powerful-games-consoles,privacy
Right to privacy and data protection,"Fear the Spotlight review – engrossing, eerie and unexpectedly thought-provoking horror",https://www.theguardian.com/games/2024/oct/23/fear-the-spotlight-review-cozy-game-pals-blumhouse-games,privacy
Right to privacy and data protection,‘I am valued here’: the extraordinary film that recreates a disabled boy’s rich digital life,https://www.theguardian.com/film/2024/oct/22/ibelin-film-mats-steen-world-of-warcraft,privacy
Right to privacy and data protection,Humanist chaplain Greg Epstein: ‘Our bowed interactions with our phones look like worship’,https://www.theguardian.com/books/2024/oct/27/greg-epstein-tech-agnostic-harvard,privacy
Right to privacy and data protection,"By showing Musk’s X the red card, has Brazil scored a goal for all democracies?",https://www.theguardian.com/commentisfree/2024/sep/15/by-showing-musks-unruly-x-the-red-card-brazil-has-scored-a-goal-for-all-democracies,privacy
Right to privacy and data protection,"By showing Musk’s X the red card, has Brazil scored a goal for all democracies?",https://www.theguardian.com/commentisfree/2024/sep/15/by-showing-musks-unruly-x-the-red-card-brazil-has-scored-a-goal-for-all-democracies#comments,privacy
Right to privacy and data protection,Best Android 2024 – flagship smartphones compared and ranked,https://www.theguardian.com/thefilter/2024/oct/24/best-android-2024-flagship-smartphones-compared-and-ranked,"privacy, security"
Right to privacy and data protection,"The best Apple iPhones in 2024 – tested, reviewed and ranked",https://www.theguardian.com/technology/article/2024/jul/08/the-best-apple-iphones-in-2024-tested-reviewed-and-ranked,security
Right to privacy and data protection,Why you should give your child a dumbphone if you want them to be smarter | Torsten Bell,https://www.theguardian.com/commentisfree/2024/oct/26/children-dumbphones-smartphones-app-usage-research,privacy
Right to privacy and data protection,Why you should give your child a dumbphone if you want them to be smarter | Torsten Bell,https://www.theguardian.com/commentisfree/2024/oct/26/children-dumbphones-smartphones-app-usage-research#comments,privacy
Right to privacy and data protection,TechScape: Elon Musk is stumping hard for Donald Trump,https://www.theguardian.com/global/2024/oct/14/elon-musk-stumping-for-trump,privacy
Right to privacy and data protection,Opt out: how to protect your baby’s photos on the internet,https://www.theguardian.com/technology/2024/oct/10/protecting-your-child-photos-online-privacy,"privacy, security, data protection"
Right to privacy and data protection,TechScape: An elite Silicon Valley school tests a tech fast,https://www.theguardian.com/technology/2024/oct/08/techscape-silicon-valley-school-tech-fast-ai-training,privacy
Right to privacy and data protection,If Trump Wins,https://www.nytimes.com/interactive/2024/06/16/us/politics/trump-policy-list-2025.html,security
Right to privacy and data protection,Trump to Rally at Madison Square Garden: Election Live Updates,https://www.nytimes.com/live/2024/10/27/us/harris-trump-election,security
Right to privacy and data protection,"What Donald Trump Would Do, in His Own Words - The New York Times",https://www.nytimes.com/interactive/2024/10/25/opinion/what-trump-says.html,security
Right to privacy and data protection,"Opinion | Nevertheless, Ted Cruz Persists",https://www.nytimes.com/2024/10/27/opinion/ted-cruz-texas-senate-race.html,security
Right to privacy and data protection,How Years of Government Failure Led to Nigeria’s Worst Flood in Decades,https://www.nytimes.com/2024/10/27/world/africa/nigeria-dam-disaster-flood.html,security
Right to privacy and data protection,Charte sur la protection des données personnelles,https://www.afp.com/fr/charte-sur-la-protection-des-donnees-personnelles,privacy
Right to privacy and data protection,The American Who Waged a Tech War on China,https://www.wired.com/story/jake-sullivan-china-tech-profile/,security
Right to privacy and data protection,Meet the Far-Right Constitutional Sheriffs Ready to Assert Control if Trump Loses,https://www.wired.com/story/constitutional-sheriffs-election-denial/,security
Right to privacy and data protection,"Judges and Border Police Targeted by Anti-Government Extremists, Doxed as ‘Traitors’",https://www.wired.com/story/judges-border-police-targeted-extremism/,security
Right to privacy and data protection,Chinese Hackers Target Trump Campaign via Verizon Breach,https://www.wired.com/story/trump-vance-phones-verizon-hack/,"privacy, security"
Right to privacy and data protection,Microsoft Warns Foreign Disinformation Is Hitting the US Election From All Directions,https://www.wired.com/story/microsoft-russia-china-iran-election-disinformation/,security
Right to privacy and data protection,"Nigeria Drops Charges Against Tigran Gambaryan, Jailed Binance Exec and Former IRS Agent",https://www.wired.com/story/tigran-gambaryan-charges-dropped-nigeria/,security
Right to privacy and data protection,The Best iPhone 16 Cases and Accessories,https://www.wired.com/gallery/best-iphone-16-cases-and-accessories/,privacy
Right to privacy and data protection,Chinese Hackers Target Trump Campaign via Verizon Breach,https://www.wired.com/story/trump-vance-phones-verizon-hack/#intcid=_wired-verso-hp-trending_797280c9-9710-4a06-9a55-e863ad1af6f2_popular4-1,"privacy, security"
Right to privacy and data protection,The Best 75 October Prime Day Deals You Can Still Snag,https://www.wired.com/story/best-prime-day-deals-october-2024-1/,security
Right to privacy and data protection,Shirley Ayorkor Botchwey appointed Commonwealth secretary general,https://www.theguardian.com/world/2024/oct/26/shirley-ayorkor-botchwey-appointed-commonwealth-secretary-general,"privacy, security"
Right to privacy and data protection,Mozambique ruling party declared winner of election marred by killings,https://www.theguardian.com/world/2024/oct/24/mozambique-ruling-party-daniel-chapo-winner-presidential-election,security
Right to privacy and data protection,"Four in 10 deaths in war zones last year were women, UN report finds",https://www.theguardian.com/global-development/2024/oct/23/un-women-report-civilian-deaths-children-war-zones-2023-access-healthcare,security
Right to privacy and data protection,EU refuses to publish findings of Tunisia human rights inquiry,https://www.theguardian.com/world/2024/oct/23/eu-refuses-to-publish-findings-of-tunisia-human-rights-inquiry,security
Right to privacy and data protection,Breakdown in global order causing progress to stall in Africa – report,https://www.theguardian.com/global-development/2024/oct/23/global-rise-populism-causing-authoritarianism-africa-mo-ibrahim-governance-index,security
Right to privacy and data protection,Bolivia’s Evo Morales says his vehicle hit by gunfire as political tension rises,https://www.theguardian.com/world/2024/oct/27/bolivias-evo-morales-vehicle-gunfire-political-tension-rises,security
Right to privacy and data protection,Venezuelan opposition says detained activist has been murdered,https://www.theguardian.com/world/2024/oct/25/venezuelan-opposition-says-detained-activist-has-been-murdered,security
Right to privacy and data protection,China vows to take ‘countermeasures’ over US and Taiwan $2bn arms deal,https://www.theguardian.com/world/2024/oct/27/us-taiwan-arms-deal-china-vows-countermeasures-nasams,security
Right to privacy and data protection,Japan’s new PM in precarious position as country votes in tight election,https://www.theguardian.com/world/2024/oct/26/japans-new-prime-minister-faces-tight-election,security
Right to privacy and data protection,‘Time has come’: Commonwealth heads agree to reparatory justice dialogue despite reluctant UK,https://www.theguardian.com/world/2024/oct/26/commonwealth-heads-reparatory-justice-dialogue-despite-reluctant-uk,privacy
Right to privacy and data protection,"Labor lost Queensland election partly because it was obsessed with the Greens, Chandler-Mather says",https://www.theguardian.com/australia-news/2024/oct/28/labor-lost-queensland-election-partly-because-it-was-obsessed-with-the-greens-chandler-mather-says,privacy
Right to privacy and data protection,Woman bitten by snake found alive after week-long search in remote Snowy Mountains,https://www.theguardian.com/australia-news/2024/oct/27/woman-bitten-by-snake-found-alive-after-week-long-search-in-remote-snowy-mountains,privacy
Right to privacy and data protection,New Queensland premier David Crisafulli vows to legislate ‘adult time for adult crime’ policy by Christmas,https://www.theguardian.com/australia-news/2024/oct/27/new-queensland-premier-david-crisafulli-vows-to-legislate-adult-time-for-adult-policy-by-christmas,privacy
Right to privacy and data protection,Labor accuses Peter Dutton of trying to ‘force nuclear energy on Queenslanders’,https://www.theguardian.com/australia-news/2024/oct/27/labor-accuses-peter-dutton-of-trying-force-nuclear-energy-on-queenslanders,privacy
Right to privacy and data protection,Georgia’s ruling pro-Russia party retains power in blow to EU aspirations,https://www.theguardian.com/world/2024/oct/27/georgia-election-calls-for-protests-as-ruling-pro-russia-party-declared-winner,security
Right to privacy and data protection,Scheme to boost French school trips to Britain ‘at risk’ under new UK entry rules,https://www.theguardian.com/politics/2024/oct/27/french-school-trips-scheme-uk-new-entry-rules-brexit,privacy
Right to privacy and data protection,"Who is Bidzina Ivanishvili, the shadowy billionaire behind Georgia’s pivot to Russia?",https://www.theguardian.com/world/2024/oct/27/who-is-bidzina-ivanishvili-the-shadowy-billionaire-founder-of-georgian-dream,security
Right to privacy and data protection,Man dies while trying to cross Channel to UK,https://www.theguardian.com/uk-news/2024/oct/27/man-dies-cross-channel-uk-france,security
Right to privacy and data protection,Georgia’s ruling party leading in pivotal election ahead of pro-EU opposition,https://www.theguardian.com/world/2024/oct/26/georgias-ruling-party-and-pro-western-opposition-both-claim-election-victory,privacy
Right to privacy and data protection,Middle East crisis live: one killed and several injured after truck hits bus stop in Israel; protesters disrupt speech by Netanyahu,https://www.theguardian.com/world/live/2024/oct/27/middle-east-crisis-live-iran-supreme-leader-expected-to-speak-after-israeli-airstrikes-at-least-40-reported-killed-in-gaza,security
Right to privacy and data protection,Iran’s supreme leader says military should decide how to respond to Israeli attack,https://www.theguardian.com/world/2024/oct/27/iran-supreme-leader-ayatollah-ali-khamenei-israel-attack,security
Right to privacy and data protection,Southern Beirut hit by airstrikes – as it happened,https://www.theguardian.com/world/live/2024/oct/26/middle-east-crisis-live-israel-airstrikes-iran-lebanon-gaza-hamas-hezbollah-latest-updates,security
Right to privacy and data protection,Joe Biden says he hopes latest Israeli strike on Iran will end escalation,https://www.theguardian.com/world/2024/oct/26/joe-biden-says-he-hopes-latest-israeli-strike-on-iran-will-end-escalation,"privacy, security"
Right to privacy and data protection,Israelis told to urgently leave Sri Lankan tourist areas after terrorist threat,https://www.theguardian.com/world/2024/oct/23/israelis-told-to-urgently-leave-sri-lankan-tourist-areas-arugam-bay-after-terrorist-threat,security
Right to privacy and data protection,Tuesday briefing: Canada puts India ‘on notice’ as row over alleged killing of Sikh activists escalates,https://www.theguardian.com/world/2024/oct/22/tuesday-briefing-how-canada-and-indias-year-long-diplomatic-row-has-escalated,"privacy, security"
Right to privacy and data protection,Regulators urged to examine UK business dealings with Bangladeshi ex-minister,https://www.theguardian.com/business/2024/oct/22/regulators-urged-to-examine-uk-business-dealings-with-bangladeshi-ex-minister,privacy
Right to privacy and data protection,India’s airline industry in chaos after 90 hoax bomb threats in a week,https://www.theguardian.com/world/2024/oct/21/india-airline-industry-in-chaos-after-90-hoax-bomb-threats-in-a-week,security
Right to privacy and data protection,"Labour should ‘invest big’ in arts and culture projects, says top economist",https://www.theguardian.com/uk-news/2024/oct/27/labour-investment-uk-arts-and-culture-andy-haldane-rsa,privacy
Right to privacy and data protection,David Amess’s daughter says Prevent anti-terror scheme ‘isn’t fit for purpose’,https://www.theguardian.com/uk-news/2024/oct/27/david-amess-daughter-prevent-anti-terror-scheme-not-fit-for-purpose,security
Right to privacy and data protection,MPs’ opposition to assisted dying bill grows amid criticism of lack of debate,https://www.theguardian.com/society/2024/oct/27/assisted-dying-bill-mps-opposition,privacy
